,r_fighter,b_fighter,r_odds,b_odds,date_x,location,country,winner_x,title_bout,weight_class,gender,winner_resolved,location_resolved,r_reach,r_height,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date_y,winner_y,reach_win,height_win
3490,jon madsen,mike russow,-300,250,2011-03-26,"Seattle, Washington, USA", usa,Blue,FALSE,Heavyweight,male,,"seattle, washington",72,6'0,73,6'1,tko - doctor's stoppage,2,3 rnd (5-5-5),00:10:00,keith peterson,2011-03-26,mike russow,True,True
3491,alex caceres,mackens semerzier,190,-210,2011-03-26,"Seattle, Washington, USA", usa,Blue,FALSE,Featherweight,male,,"seattle, washington",73,5'10,72,5'9,submission,1,3 rnd (5-5-5),00:03:18,keith peterson,2011-03-26,mackens semerzier,False,False
3492,john hathaway,kris mccray,-390,320,2011-03-26,"Seattle, Washington, USA", usa,Red,FALSE,Welterweight,male,,"seattle, washington",75,6'1,76,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-26,john hathaway,False,True
3493,michael mcdonald,edwin figueroa,-460,365,2011-03-26,"Seattle, Washington, USA", usa,Red,FALSE,Bantamweight,male,,"seattle, washington",70,5'9,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-26,michael mcdonald,True,True
3494,sean mccorkle,christian morecraft,180,-220,2011-03-26,"Seattle, Washington, USA", usa,Blue,FALSE,Heavyweight,male,,"seattle, washington",81,6'7,81,6'6,submission,2,3 rnd (5-5-5),00:09:10,keith peterson,2011-03-26,christian morecraft,False,False
3495,johny hendricks,tj waldburger,-325,265,2011-03-26,"Seattle, Washington, USA", usa,Red,FALSE,Welterweight,male,,"seattle, washington",69,5'9,75,5'11,ko/tko,1,3 rnd (5-5-5),00:01:35,keith peterson,2011-03-26,johny hendricks,False,False
3496,mario miranda,aaron simpson,175,-210,2011-03-26,"Seattle, Washington, USA", usa,Blue,FALSE,Middleweight,male,,"seattle, washington",74,6'3,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-26,aaron simpson,False,False
3497,mauricio rua,jon jones,195,-215,2011-03-19,"Newark, New Jersey, USA", usa,Blue,TRUE,Light Heavyweight,male,,"newark, new jersey",76,6'1,84,6'4,ko/tko,3,5 rnd (5-5-5-5-5),00:12:37,keith peterson,2011-03-19,jon jones,True,True
3498,urijah faber,eddie wineland,-400,355,2011-03-19,"Newark, New Jersey, USA", usa,Red,FALSE,Bantamweight,male,,"newark, new jersey",67,5'6,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-19,urijah faber,False,False
3499,jim miller,kamal shalorus,-255,235,2011-03-19,"Newark, New Jersey, USA", usa,Red,FALSE,Lightweight,male,,"newark, new jersey",71,5'8,68,5'8,ko/tko,3,3 rnd (5-5-5),00:12:15,keith peterson,2011-03-19,jim miller,True,True
3500,dan miller,nate marquardt,285,-315,2011-03-19,"Newark, New Jersey, USA", usa,Blue,FALSE,Middleweight,male,,"newark, new jersey",74,6'1,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-19,nate marquardt,False,False
3501,luiz cane,eliot marshall,-185,160,2011-03-19,"Newark, New Jersey, USA", usa,Red,FALSE,Light Heavyweight,male,,"newark, new jersey",77,6'2,77,6'2,ko/tko,1,3 rnd (5-5-5),00:02:15,keith peterson,2011-03-19,luiz cane,True,True
3502,edson barboza,anthony njokuani,-260,220,2011-03-19,"Newark, New Jersey, USA", usa,Red,FALSE,Lightweight,male,,"newark, new jersey",75,5'11,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-19,edson barboza,True,True
3503,ricardo almeida,mike pyle,-150,130,2011-03-19,"Newark, New Jersey, USA", usa,Blue,FALSE,Welterweight,male,,"newark, new jersey",74,6'0,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-19,mike pyle,False,False
3504,kurt pellegrino,gleison tibau,125,-145,2011-03-19,"Newark, New Jersey, USA", usa,Blue,FALSE,Lightweight,male,,"newark, new jersey",70,5'8,71,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2011-03-19,gleison tibau,True,True
3505,erik koch,raphael assuncao,-165,145,2011-03-19,"Newark, New Jersey, USA", usa,Red,FALSE,Featherweight,male,,"newark, new jersey",71,5'10,66,5'5,ko/tko,1,3 rnd (5-5-5),00:02:32,keith peterson,2011-03-19,erik koch,True,True
