,r_fighter,r_reach,r_height,b_fighter,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date,winner,reach_win,height_win
176,darren elkins,71,5'10,eduardo garagorri,70,5'9,submission,3,3 rnd (5-5-5),00:12:22,keith peterson,2020-11-07,darren elkins,True,True
177,giga chikadze,74,6'0,jamey simmons,70,5'6,ko/tko,1,3 rnd (5-5-5),00:03:51,keith peterson,2020-11-07,giga chikadze,True,True
178,raoni barcelos,67,5'7,khalid taha,69,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-11-07,raoni barcelos,False,True
179,trevin giles,74,6'0,bevon lewis,79,6'3,ko/tko,3,3 rnd (5-5-5),00:11:26,keith peterson,2020-11-07,trevin giles,False,False
180,gustavo lopez,67,5'5,anthony birchak,69,5'8,submission,1,3 rnd (5-5-5),00:02:43,keith peterson,2020-11-07,gustavo lopez,False,False
181,max griffin,76,5'11,ramiz brahimaj,72,5'10,ko/tko,3,3 rnd (5-5-5),00:12:03,keith peterson,2020-11-07,max griffin,True,True
182,chris gruetzemacher,68,5'8,alexander hernandez,72,5'9,ko/tko,1,3 rnd (5-5-5),00:01:46,keith peterson,2020-10-31,alexander hernandez,True,True
183,adrian yanez,70,5'7,victor rodriguez,67,5'5,ko/tko,1,3 rnd (5-5-5),00:02:46,keith peterson,2020-10-31,adrian yanez,True,True
184,maurice greene,80,6'7,greg hardy,80,6'5,ko/tko,2,3 rnd (5-5-5),00:06:12,keith peterson,2020-10-31,greg hardy,False,False
185,sean strickland,76,6'1,jack marshman,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-31,sean strickland,True,True
186,bobby green,71,5'10,thiago moises,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-31,thiago moises,False,False
187,kevin holland,81,6'3,charlie ontiveros,78,6'2,submission,1,3 rnd (5-5-5),00:02:39,keith peterson,2020-10-31,kevin holland,True,True
188,uriah hall,79,6'0,anderson silva,77,6'2,ko/tko,4,5 rnd (5-5-5-5-5),00:16:24,keith peterson,2020-10-31,uriah hall,True,False
189,bryce mitchell,70,5'10,andre fili,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-31,bryce mitchell,False,False
190,dustin jacoby,76,6'3,justin ledet,80,6'4,ko/tko,1,3 rnd (5-5-5),00:02:38,keith peterson,2020-10-31,dustin jacoby,False,False
191,cole williams,73,6'0,jason witt,70,5'10,submission,2,3 rnd (5-5-5),00:07:09,keith peterson,2020-10-31,jason witt,False,False
192,miles johns,66,5'7,kevin natividad,70,5'6,ko/tko,3,3 rnd (5-5-5),00:12:51,keith peterson,2020-10-31,miles johns,False,True
193,jacob malkoun,73,5'9,phil hawes,77,6'0,ko/tko,1,3 rnd (5-5-5),00:00:18,keith peterson,2020-10-24,phil hawes,True,True
194,alexander volkov,80,6'7,walt harris,77,6'5,ko/tko,2,3 rnd (5-5-5),00:06:15,keith peterson,2020-10-24,alexander volkov,True,True
195,magomed ankalaev,75,6'3,ion cutelaba,75,6'1,ko/tko,1,3 rnd (5-5-5),00:04:19,keith peterson,2020-10-24,magomed ankalaev,True,True
196,stefan struve,84,6'11,tai tuivasa,75,6'2,ko/tko,1,3 rnd (5-5-5),00:04:59,keith peterson,2020-10-24,tai tuivasa,False,False
197,robert whittaker,73,6'0,jared cannonier,77,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-24,robert whittaker,False,False
198,lauren murphy,67,5'5,liliya shakirova,65,5'4,submission,2,3 rnd (5-5-5),00:08:31,keith peterson,2020-10-24,lauren murphy,True,True
199,khabib nurmagomedov,70,5'10,justin gaethje,70,5'11,submission,2,5 rnd (5-5-5-5-5),00:06:34,keith peterson,2020-10-24,khabib nurmagomedov,True,False
200,nathaniel wood,69,5'6,casey kenney,68,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-24,casey kenney,False,True
201,joel alvarez,77,6'3,alexander yakovlev,74,6'3,submission,1,3 rnd (5-5-5),00:03:00,keith peterson,2020-10-24,joel alvarez,True,True
202,liana jojua,62,5'4,miranda maverick,65,5'3,tko - doctor's stoppage,1,3 rnd (5-5-5),00:05:00,keith peterson,2020-10-24,miranda maverick,True,False
203,da-un jung,78,6'4,sam alvey,75,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-24,miranda maverick,False,False
204,alex oliveira,76,5'11,shavkat rakhmonov,77,6'1,submission,1,3 rnd (5-5-5),00:04:40,keith peterson,2020-10-24,shavkat rakhmonov,True,False
205,katlyn chookagian,68,5'9,jessica andrade,62,5'1,ko/tko,1,3 rnd (5-5-5),00:04:55,keith peterson,2020-10-17,jessica andrade,False,False
206,thomas almeida,70,5'7,jonathan martinez,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,jonathan martinez,False,True
207,jimmy crute,74,6'2,modestas bukauskas,78,6'3,ko/tko,1,3 rnd (5-5-5),00:02:01,keith peterson,2020-10-17,jimmy crute,False,False
208,mateusz gamrot,70,5'10,guram kutateladze,72,5'11,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,guram kutateladze,True,True
209,junyong park,73,5'10,john phillips,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,junyong park,False,False
210,gillian robertson,63,5'5,poliana botelho,67,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,gillian robertson,False,False
211,claudio silva,71,5'11,james krause,73,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,james krause,True,True
212,brian ortega,69,5'8,chan sung jung,72,5'7,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-10-17,brian ortega,False,True
213,gadzhimurad antigulov,70,5'11,maxim grishin,78,6'3,ko/tko,2,3 rnd (5-5-5),00:09:58,keith peterson,2020-10-17,maxim grishin,True,True
214,said nurmagomedov,70,5'8,mark striegl,70,5'8,ko/tko,1,3 rnd (5-5-5),00:00:51,keith peterson,2020-10-17,said nurmagomedov,True,True
215,jamie mullarkey,74,6'0,fares ziam,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-17,fares ziam,True,True
216,marlon moraes,67,5'6,cory sandhagen,70,5'11,ko/tko,2,5 rnd (5-5-5-5-5),00:06:03,keith peterson,2020-10-10,cory sandhagen,True,True
217,tom breese,73,6'3,kb bhullar,78,6'4,ko/tko,1,3 rnd (5-5-5),00:01:42,keith peterson,2020-10-10,tom breese,False,False
218,chris daukaus,76,6'3,rodrigo nascimento,80,6'2,ko/tko,1,3 rnd (5-5-5),00:00:45,keith peterson,2020-10-10,chris daukaus,False,True
219,markus perez,73,6'1,dricus du plessis,76,6'1,ko/tko,1,3 rnd (5-5-5),00:03:22,keith peterson,2020-10-10,dricus du plessis,True,False
220,ben rothwell,78,6'4,marcin tybura,78,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,marcin tybura,False,False
221,youssef zalal,72,5'10,ilia topuria,69,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,ilia topuria,False,False
222,tom aspinall,78,6'5,alan baudot,79,6'3,ko/tko,1,3 rnd (5-5-5),00:01:35,keith peterson,2020-10-10,tom aspinall,False,True
223,edson barboza,75,5'11,makwan amirkhani,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,edson barboza,True,True
224,impa kasanganay,75,5'11,joaquin buckley,76,5'10,ko/tko,2,3 rnd (5-5-5),00:07:03,keith peterson,2020-10-10,joaquin buckley,True,False
225,giga chikadze,74,6'0,omar morales,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,giga chikadze,True,False
226,ali alqaisi,68,5'6,tony kelley,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,tony kelley,True,True
227,tracy cortez,65,5'5,stephanie egger,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-10,tracy cortez,False,False
228,carlos condit,75,6'2,court mcgee,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,carlos condit,True,True
229,dequan townsend,79,6'3,dusko todorovic,74,6'1,ko/tko,2,3 rnd (5-5-5),00:08:15,keith peterson,2020-10-03,dusko todorovic,False,False
230,charles jourdain,69,5'9,josh culibao,73,5'10,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,dusko todorovic,False,False
231,germaine de randamie,71,5'9,julianna pena,69,5'6,submission,3,3 rnd (5-5-5),00:13:25,keith peterson,2020-10-03,germaine de randamie,True,True
232,kyler phillips,72,5'8,cameron else,71,5'9,ko/tko,2,3 rnd (5-5-5),00:05:44,keith peterson,2020-10-03,kyler phillips,True,False
233,holly holm,69,5'8,irene aldana,68,5'9,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-10-03,holly holm,True,False
234,yorgan de castro,74,6'0,carlos felipe,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,carlos felipe,True,False
235,jordan williams,75,6'1,nassourdine imavov,75,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,nassourdine imavov,False,True
236,loma lookboonmee,61,5'1,jinh yu frey,65,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,loma lookboonmee,False,False
237,casey kenney,68,5'7,heili alateng,66,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-10-03,casey kenney,True,True
238,luigi vendramini,73,5'8,jessin ayari,73,6'0,ko/tko,1,3 rnd (5-5-5),00:01:12,keith peterson,2020-10-03,luigi vendramini,True,False
239,ketlen vieira,68,5'8,sijara eubanks,67,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,ketlen vieira,True,True
240,israel adesanya,80,6'4,paulo costa,72,6'1,ko/tko,2,5 rnd (5-5-5-5-5),00:08:59,keith peterson,2020-09-26,israel adesanya,True,True
241,kai kara-france,69,5'4,brandon royval,68,5'9,submission,2,3 rnd (5-5-5),00:05:48,keith peterson,2020-09-26,brandon royval,False,True
242,shane young,72,5'8,ludovit klein,72,5'7,ko/tko,1,3 rnd (5-5-5),00:01:16,keith peterson,2020-09-26,ludovit klein,False,False
243,diego sanchez,72,5'10,jake matthews,73,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,jake matthews,True,True
244,brad riddell,71,5'7,alex da silva,73,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,brad riddell,False,False
245,dominick reyes,77,6'4,jan blachowicz,78,6'2,ko/tko,2,5 rnd (5-5-5-5-5),00:09:36,keith peterson,2020-09-26,jan blachowicz,True,False
246,hakeem dawodu,73,5'8,zubaira tukhugov,68,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,hakeem dawodu,True,True
247,william knight,73,5'10,aleksa camur,74,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,william knight,False,False
248,khadis ibragimov,78,6'3,danilo marques,77,6'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-26,danilo marques,False,True
249,juan espino,80,6'3,jeff hughes,77,6'2,submission,1,3 rnd (5-5-5),00:03:48,keith peterson,2020-09-26,juan espino,True,True
250,johnny walker,82,6'6,ryan spann,79,6'5,ko/tko,1,3 rnd (5-5-5),00:02:43,keith peterson,2020-09-19,johnny walker,True,True
251,mirsad bektic,70,5'8,damon jackson,71,5'11,submission,3,3 rnd (5-5-5),00:11:21,keith peterson,2020-09-19,damon jackson,True,True
252,colby covington,72,5'11,tyron woodley,74,5'9,ko/tko,5,5 rnd (5-5-5-5-5),00:21:19,keith peterson,2020-09-19,colby covington,False,True
253,mackenzie dern,63,5'4,randa markos,63,5'4,submission,1,3 rnd (5-5-5),00:03:44,keith peterson,2020-09-19,mackenzie dern,True,True
254,jordan espinosa,69,5'6,david dvorak,68,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-19,david dvorak,False,False
255,kevin holland,81,6'3,darren stewart,74,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-19,kevin holland,True,True
256,khamzat chimaev,75,6'2,gerald meerschaert,77,6'1,ko/tko,1,3 rnd (5-5-5),00:00:17,keith peterson,2020-09-19,khamzat chimaev,False,True
257,donald cerrone,73,6'1,niko price,76,6'0,overturned,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-19,khamzat chimaev,False,False
258,jessica-rose clark,64,5'5,sarah alpar,63,5'4,ko/tko,3,3 rnd (5-5-5),00:14:21,keith peterson,2020-09-19,jessica-rose clark,True,True
259,darrick minner,69,5'7,tj laramie,66,5'6,submission,1,3 rnd (5-5-5),00:00:52,keith peterson,2020-09-19,darrick minner,True,True
260,journey newson,67,5'5,randy costa,73,5'9,ko/tko,1,3 rnd (5-5-5),00:00:41,keith peterson,2020-09-19,randy costa,True,True
261,mayra bueno silva,66,5'6,mara romero borella,69,5'6,submission,1,3 rnd (5-5-5),00:02:29,keith peterson,2020-09-19,mayra bueno silva,False,True
262,andre ewell,75,5'8,irwin rivera,67,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-19,andre ewell,True,True
263,tyson nam,68,5'7,jerome rivera,72,5'10,ko/tko,2,3 rnd (5-5-5),00:05:34,keith peterson,2020-09-19,tyson nam,False,False
264,bobby green,71,5'10,alan patrick,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-12,bobby green,False,False
265,roosevelt roberts,73,6'2,kevin croom,73,5'11,overturned,1,3 rnd (5-5-5),00:00:31,keith peterson,2020-09-12,bobby green,False,False
266,billy quarantillo,70,5'10,kyle nelson,71,5'11,ko/tko,3,3 rnd (5-5-5),00:10:07,keith peterson,2020-09-12,billy quarantillo,False,False
267,julia avila,68,5'7,sijara eubanks,67,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-12,sijara eubanks,False,False
268,michelle waterson,62,5'3,angela hill,64,5'3,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-09-12,michelle waterson,False,True
269,roxanne modafferi,69,5'7,andrea lee,69,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-12,roxanne modafferi,True,True
270,ed herman,77,6'1,mike rodriguez,82,6'4,submission,3,3 rnd (5-5-5),00:12:41,keith peterson,2020-09-12,ed herman,False,False
271,ottman azaitar,71,5'8,khama worthy,74,5'11,ko/tko,1,3 rnd (5-5-5),00:01:33,keith peterson,2020-09-12,ottman azaitar,False,False
272,alexandr romanov,75,6'2,roque martinez,72,5'10,submission,2,3 rnd (5-5-5),00:09:22,keith peterson,2020-09-12,alexandr romanov,True,True
273,brok weaver,73,6'0,jalin turner,77,6'3,submission,2,3 rnd (5-5-5),00:09:20,keith peterson,2020-09-12,jalin turner,True,True
274,bryan barberena,72,6'0,anthony ivy,74,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-12,bryan barberena,False,False
275,sabina mazo,70,5'7,justine kish,64,5'5,submission,3,3 rnd (5-5-5),00:13:57,keith peterson,2020-09-12,sabina mazo,True,True
276,ovince saint preux,80,6'3,alonzo menifield,76,6'0,ko/tko,2,3 rnd (5-5-5),00:09:07,keith peterson,2020-09-05,ovince saint preux,True,True
277,brian kelleher,66,5'6,ray rodriguez,70,5'7,submission,1,3 rnd (5-5-5),00:00:39,keith peterson,2020-09-05,brian kelleher,False,False
278,michel pereira,73,6'1,zelim imadaev,76,6'0,submission,3,3 rnd (5-5-5),00:14:39,keith peterson,2020-09-05,michel pereira,False,True
279,viviane araujo,68,5'4,montana de la rosa,68,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-05,viviane araujo,True,False
280,andre muniz,78,6'1,bartosz fabinski,75,6'0,submission,1,3 rnd (5-5-5),00:02:42,keith peterson,2020-09-05,andre muniz,True,True
281,cole smith,67,5'11,hunter azure,69,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-09-05,hunter azure,True,False
282,alistair overeem,80,6'4,augusto sakai,77,6'3,ko/tko,5,5 rnd (5-5-5-5-5),00:20:26,keith peterson,2020-09-05,alistair overeem,True,True
283,alessio di chirico,74,6'0,zak cummings,75,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,zak cummings,True,False
284,anthony smith,76,6'4,aleksandar rakic,78,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,aleksandar rakic,True,False
285,ricardo lamas,71,5'8,bill algeo,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,ricardo lamas,False,False
286,robbie lawler,74,5'11,neil magny,80,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,neil magny,True,True
287,ji yeon kim,72,5'7,alexa grasso,66,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,alexa grasso,False,False
288,alex caceres,73,5'10,austin springer,71,5'8,submission,1,3 rnd (5-5-5),00:03:38,keith peterson,2020-08-29,alex caceres,True,True
289,maki pitolo,75,5'10,impa kasanganay,75,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-29,impa kasanganay,False,True
290,sean brady,72,5'10,christian aguilera,72,5'9,submission,2,3 rnd (5-5-5),00:06:47,keith peterson,2020-08-29,sean brady,True,True
291,mallory martin,63,5'4,hannah cifers,62,5'1,submission,2,3 rnd (5-5-5),00:06:33,keith peterson,2020-08-29,mallory martin,True,True
292,polyana viana,67,5'5,emily whitmire,63,5'5,submission,1,3 rnd (5-5-5),00:01:53,keith peterson,2020-08-29,polyana viana,True,True
293,ike villanueva,73,6'1,jordan wright,77,6'2,tko - doctor's stoppage,1,3 rnd (5-5-5),00:01:31,keith peterson,2020-08-22,jordan wright,True,True
294,carlton minus,75,5'10,matthew semelsberger,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-22,matthew semelsberger,False,True
295,daniel rodriguez,74,6'1,dwight grant,76,6'1,ko/tko,1,3 rnd (5-5-5),00:02:24,keith peterson,2020-08-22,daniel rodriguez,False,True
296,marcin prachnio,74,6'3,mike rodriguez,82,6'4,ko/tko,1,3 rnd (5-5-5),00:02:17,keith peterson,2020-08-22,mike rodriguez,True,True
297,amanda lemos,65,5'4,inoue mizuki,65,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-22,amanda lemos,True,True
298,mariya agapova,68,5'6,shana dobson,69,5'6,ko/tko,2,3 rnd (5-5-5),00:06:38,keith peterson,2020-08-22,shana dobson,True,False
299,austin hubbard,71,5'10,joe solecki,70,5'9,submission,1,3 rnd (5-5-5),00:03:51,keith peterson,2020-08-22,joe solecki,False,False
300,pedro munhoz,65,5'6,frankie edgar,68,5'6,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-08-22,frankie edgar,True,False
301,timur valiev,67,5'6,trevin jones,70,5'7,overturned,2,3 rnd (5-5-5),00:06:59,keith peterson,2020-08-22,frankie edgar,False,False
302,junior dos santos,77,6'4,jairzinho rozenstruik,78,6'4,ko/tko,2,3 rnd (5-5-5),00:08:47,keith peterson,2020-08-15,jairzinho rozenstruik,True,False
303,herbert burns,73,5'9,daniel pineda,69,5'7,ko/tko,2,3 rnd (5-5-5),00:09:37,keith peterson,2020-08-15,daniel pineda,False,False
304,felice herrig,65,5'4,virna jandiroba,64,5'3,submission,1,3 rnd (5-5-5),00:01:44,keith peterson,2020-08-15,virna jandiroba,False,False
305,sean o'malley,72,5'11,marlon vera,70,5'8,ko/tko,1,3 rnd (5-5-5),00:04:40,keith peterson,2020-08-15,marlon vera,False,False
306,john dodson,66,5'3,merab dvalishvili,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-15,merab dvalishvili,True,True
307,stipe miocic,80,6'4,daniel cormier,72,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-08-15,stipe miocic,True,True
308,tj brown,72,5'9,danny chavez,67,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-15,danny chavez,False,False
309,jim miller,71,5'8,vinc pichel,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-15,vinc pichel,True,True
310,chris daukaus,76,6'3,parker porter,75,6'0,ko/tko,1,3 rnd (5-5-5),00:04:28,keith peterson,2020-08-15,chris daukaus,True,True
311,kai kamaka,69,5'7,tony kelley,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-15,kai kamaka,False,False
312,ashley yoder,69,5'7,livinha souza,63,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-15,livinha souza,False,False
313,tim means,75,6'2,laureano staropoli,71,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,tim means,True,True
314,kevin holland,81,6'3,joaquin buckley,76,5'10,ko/tko,3,3 rnd (5-5-5),00:10:32,keith peterson,2020-08-08,kevin holland,True,True
315,nasrat haqparast,72,5'10,alexander munoz,72,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,nasrat haqparast,True,True
316,derrick lewis,79,6'3,aleksei oleinik,80,6'2,ko/tko,2,5 rnd (5-5-5-5-5),00:05:21,keith peterson,2020-08-08,derrick lewis,False,True
317,yana kunitskaya,68,5'6,julija stoliarenko,66,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,yana kunitskaya,True,False
318,beneil dariush,72,5'10,scott holtzman,69,5'9,ko/tko,1,3 rnd (5-5-5),00:04:38,keith peterson,2020-08-08,beneil dariush,True,True
319,maki pitolo,75,5'10,darren stewart,74,6'0,submission,1,3 rnd (5-5-5),00:03:41,keith peterson,2020-08-08,darren stewart,False,False
320,omari akhmedov,73,6'0,chris weidman,78,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,chris weidman,True,True
321,youssef zalal,72,5'10,peter barrett,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,youssef zalal,False,True
322,irwin rivera,67,5'6,ali alqaisi,68,5'6,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-08-08,irwin rivera,False,True
323,gavin tucker,66,5'6,justin jaynes,68,5'7,submission,3,3 rnd (5-5-5),00:11:43,keith peterson,2020-08-08,gavin tucker,False,False
324,andrew sanchez,74,6'1,wellington turman,72,6'0,ko/tko,1,3 rnd (5-5-5),00:04:14,keith peterson,2020-08-08,andrew sanchez,True,True
325,joanne calderwood,65,5'6,jennifer maia,64,5'4,submission,1,3 rnd (5-5-5),00:04:29,keith peterson,2020-08-01,jennifer maia,False,False
